"","user_id","gender","age_group","city"
"152065",1683163,"Мужчина","15-24","Ставрополь"
"152155",2544717,"Женщина","25-34","Астрахань"
"152179",1042848,"Женщина","25-34","Ростов-на-Дону"
"152445",172564,"Мужчина","25-34","Кемерово"
"152485",1639739,"Женщина","35-44","Самара"
"152709",651574,"Женщина","45-54","Самара"
"154734",320142,"Мужчина","35-44","Новосибирск"
"155416",1754672,"Женщина","35-44","Москва"
"155420",1647119,"Женщина","15-24","Ярославль"
"155470",1755765,"Мужчина","25-34","Омск"
"155519",1636779,"Женщина","25-34","Москва"
"155791",756425,"Женщина","45-54","Красноярск"
"156046",1677299,"Мужчина","25-34","Казань"
"156127",1649270,"Женщина","35-44","Тюмень"
"156547",1755693,"Женщина","25-34","Нижний Новгород"
"156677",940795,"Женщина","25-34","Новосибирск"
"156853",1756894,"Мужчина","15-24","Москва"
"157465",1643632,"Мужчина","55-64","Уфа"
"158032",1667929,"Женщина","15-24","Рязань"
"158224",1756366,"Мужчина","25-34","Пермь"
"158278",1258599,"Женщина","35-44","Ростов-на-Дону"
"158850",1336023,"Мужчина","25-34","Омск"
"160121",1757419,"Женщина","25-34","Москва"
"160175",1098106,"Женщина","25-34","Новосибирск"
"160205",1371327,"Женщина","25-34","Калуга"
"161497",1692303,"Мужчина","15-24","Саратов"
"161707",1186662,"Женщина","45-54","Москва"
"161777",1666840,"Мужчина","15-24","Казань"
"161885",1350566,"Мужчина","25-34","Московская Область"
"162054",1763735,"Женщина","35-44","Калининград"
"162055",1213721,"Мужчина","45-54","Оренбург"
"162187",783388,"Женщина","25-34","Тюмень"
"162565",674668,"Женщина","35-44","Екатеринбург"
"162566",1471010,"Мужчина","25-34","Екатеринбург"
"162786",1613802,"Мужчина","15-24","Москва"
"162850",392478,"Мужчина","25-34","Москва"
"162899",1708503,"Мужчина","35-44","Тюмень"
"163079",287690,"Женщина","45-54","Ростов-на-Дону"
"163631",1020934,"Мужчина","25-34","Краснодар"
"163865",1610741,"Женщина","15-24","Самара"
"164086",262038,"Мужчина","25-34","Волгоград"
"164311",598177,"Мужчина","25-34","Нижний Новгород"
"164521",883968,"Мужчина","35-44","Краснодар"
"164690",1115057,"Женщина","55-64","Самара"
"166494",1398556,"Мужчина","35-44","Иркутск"
"166846",1458970,"Женщина","25-34","Уфа"
"166902",1331056,"Мужчина","25-34","Екатеринбург"
"167112",334642,"Мужчина","35-44","Краснодар"
"167472",1545755,"Мужчина","35-44","Москва"
"167615",153966,"Женщина","25-34","Москва"
"167671",1649040,"Мужчина","25-34","Волгоград"
"167975",762608,"Женщина","25-34","Москва"
"168075",1644722,"Мужчина","25-34","Екатеринбург"
"169920",1086737,"Женщина","35-44","Екатеринбург"
"169936",2078406,"Мужчина","25-34","Санкт-Петербург"
"169956",1353799,"Мужчина","25-34","Москва"
"169996",1648310,"Женщина","25-34","Новосибирск"
"170164",767722,"Женщина","25-34","Москва"
"170359",817351,"Мужчина","35-44","Москва"
"170911",776118,"Мужчина","35-44","Москва"
"171391",909093,"Мужчина","25-34","Москва"
"171439",290786,"Мужчина","25-34","Самара"
"171593",717770,"Мужчина","15-24","Тюмень"
"171973",2454001,"Женщина","25-34","Новосибирск"
"171982",54417,"Женщина","25-34","Москва"
"172192",1182474,"Женщина","45-54","Волгоград"
"172255",818679,"Женщина","25-34","Тюмень"
"172359",2292387,"Женщина","35-44","Екатеринбург"
"172773",444426,"Женщина","15-24","Новосибирск"
"175425",1740788,"Мужчина","25-34","Екатеринбург"
"175710",776547,"Женщина","25-34","Краснодар"
"175820",397271,"Мужчина","35-44","Санкт-Петербург"
"175856",1863413,"Женщина","35-44","Ижевск"
"176160",1807734,"Женщина","15-24","Воронеж"
"176976",2048183,"Женщина","45-54","Москва"
"177046",2048591,"Мужчина","65-74","Москва"
"177055",2048233,"Женщина","25-34","Москва"
"177085",1372145,"Женщина","25-34","Томск"
"177868",1906887,"Мужчина","25-34","Екатеринбург"
"178396",1688803,"Женщина","25-34","Владимир"
"178552",1660326,"Мужчина","25-34","Екатеринбург"
"178708",2622919,"Женщина","25-34","Тюмень"
"178709",676813,"Мужчина","45-54","Ростов-на-Дону"
"178799",1524427,"Женщина","25-34","Уфа"
"179141",975671,"Женщина","45-54","Ростов-на-Дону"
"179521",1970159,"Женщина","25-34","Екатеринбург"
"179773",1727370,"Мужчина","25-34","Москва"
"180555",1920882,"Женщина","25-34","Иваново"
"180635",783328,"Женщина","25-34","Тюмень"
"181164",1501853,"Женщина","45-54","Ростов-на-Дону"
"181436",1276038,"Женщина","15-24","Уфа"
"181861",586852,"Мужчина","35-44","Санкт-Петербург"
"181942",1899013,"Мужчина","25-34","Екатеринбург"
"184494",1942597,"Женщина","35-44","Москва"
"184529",655206,"Женщина","25-34","Красноярск"
"185009",897173,"Женщина","55-64","Красноярск"
"185423",1228962,"Женщина","45-54","Московская Область"
"185615",1853514,"Женщина","35-44","Тольятти"
"185750",1968371,"Мужчина","15-24","Тюмень"
"185798",1761868,"Мужчина","15-24","Новосибирск"
"185898",1658501,"Мужчина","25-34","Екатеринбург"
"186164",1290477,"Женщина","25-34","Челябинск"
"186244",1907787,"Женщина","15-24","Московская Область"
"186344",1302778,"Мужчина","35-44","Краснодар"
"186872",1774549,"Женщина","25-34","Ростов-на-Дону"
"187037",1995455,"Мужчина","25-34","Липецк"
"187147",2103783,"Мужчина","15-24","Ростов-на-Дону"
"187189",1030351,"Мужчина","35-44","Рязань"
"187445",2050318,"Женщина","45-54","Новороссийск"
"187589",2087081,"Мужчина","25-34","Ижевск"
"187624",863982,"Женщина","15-24","Ростов-на-Дону"
"187732",442262,"Женщина","25-34","Москва"
"188110",1829550,"Женщина","15-24","Санкт-Петербург"
"188362",1489453,"Женщина","25-34","Нижний Новгород"
"188376",1280370,"Женщина","25-34","Волгоград"
"188794",855559,"Мужчина","25-34","Москва"
"188914",617006,"Женщина","25-34","Санкт-Петербург"
"189291",2050925,"Мужчина","25-34","Смоленск"
"189447",2468686,"Женщина","25-34","Москва"
"189448",2051364,"Женщина","25-34","Черкесск"
"189552",1771519,"Женщина","35-44","Санкт-Петербург"
"189601",882616,"Женщина","25-34","Тюмень"
"189643",1971720,"Мужчина","15-24","Калуга"
"189723",1879162,"Женщина","25-34","Черкесск"
"189948",1539675,"Женщина","25-34","Новосибирск"
"190116",2358843,"Мужчина","25-34","Тольятти"
"190117",1914087,"Мужчина","35-44","Санкт-Петербург"
"190234",977801,"Женщина","25-34","Екатеринбург"
"190438",1844853,"Мужчина","25-34","Иваново"
"190676",1805438,"Женщина","35-44","Воронеж"
"190897",421350,"Женщина","25-34","Саратов"
"190960",1917080,"Женщина","25-34","Ульяновск"
"191344",2052345,"Женщина","25-34","Москва"
"191348",859667,"Женщина","25-34","Москва"
"191595",404119,"Мужчина","35-44","Москва"
"191751",1540394,"Женщина","25-34","Московская Область"
"191991",1830012,"Мужчина","25-34","Москва"
"192121",1780057,"Мужчина","35-44","Москва"
"192185",2097369,"Мужчина","25-34","Белгород"
"192281",1958021,"Мужчина","45-54","Москва"
"192424",1565929,"Женщина","25-34","Томск"
"192435",1647213,"Мужчина","35-44","Москва"
"192565",968620,"Мужчина","25-34","Владимир"
"192607",1401203,"Женщина","15-24","Новосибирск"
"192831",139696,"Женщина","25-34","Московская Область"
"192927",177192,"Женщина","25-34","Санкт-Петербург"
"193845",1198798,"Мужчина","25-34","Омск"
"193955",1977476,"Мужчина","25-34","Москва"
"193997",1640474,"Женщина","25-34","Екатеринбург"
"194137",1511103,"Женщина","35-44","Ульяновск"
"194593",1296712,"Женщина","25-34","Краснодар"
"194618",2312502,"Мужчина","25-34","Краснодар"
"194623",1896845,"Женщина","35-44","Москва"
"194658",1691959,"Женщина","35-44","Москва"
"194694",1481133,"Мужчина","15-24","Уфа"
"194743",1564674,"Мужчина","25-34","Москва"
"195247",1947829,"Мужчина","35-44","Волгоград"
"195355",1459189,"Женщина","55-64","Ростов-на-Дону"
"195436",1833512,"Мужчина","15-24","Москва"
"196129",2250396,"Женщина","35-44","Москва"
"196153",1277844,"Мужчина","45-54","Нижний Новгород"
"196157",1277911,"Женщина","35-44","Нижний Новгород"
"196408",2409350,"Женщина","15-24","Нижний Новгород"
"196414",902786,"Женщина","35-44","Екатеринбург"
"196720",2283717,"Мужчина","35-44","Московская Область"
"196762",154013,"Женщина","25-34","Москва"
"196834",1645700,"Мужчина","25-34","Санкт-Петербург"
"196966",1102343,"Женщина","45-54","Москва"
"197470",925263,"Мужчина","25-34","Москва"
"197831",2054936,"Мужчина","15-24","Пермь"
"197835",1927399,"Женщина","55-64","Москва"
"198003",1610915,"Женщина","25-34","Москва"
