"","CE_id","user_id","mean_rate","satisfaction","avg_check","timediff_order"
"141075","CE_498",1803629,4.38,"Promoters",114.62,98
"141084","CE_499",1639431,2.5,"Detractors",204.355,109
"142050","CE_500",2525394,3.89,"Passives",149.26,33
"142176","CE_501",515579,3.57,"Passives",99.885,197
"142680","CE_502",342545,1.56,"Detractors",170.38,115
"142736","CE_503",2047677,2.14,"Detractors",83.825,95
"142778","CE_504",1778934,3.75,"Passives",87.51,108
"142798","CE_505",1550966,4.43,"Promoters",142,128
"143087","CE_506",1285717,3.89,"Passives",219.855,132
"143093","CE_507",2047673,0,"NotDefined",233.44,78
"143142","CE_508",1552108,5,"Promoters",115.38,113
"143334","CE_509",1385745,0.88,"Detractors",74.78,143
"143657","CE_510",2737543,0.82,"Detractors",63.92,80
"143658","CE_511",1250770,1.54,"Detractors",213.355,156
"143840","CE_512",1066289,2.14,"Detractors",90.4,167
"144050","CE_513",1638435,3.69,"Passives",73.225,114
"144338","CE_514",1653925,3.14,"Passives",153.74,122
"144547","CE_515",1388685,3.4,"Passives",101.29,229
"144550","CE_516",1196509,4.37,"Promoters",147.34,155
"145333","CE_517",1749565,1.67,"Detractors",175.13,92
"145345","CE_518",1749796,2.14,"Detractors",180.47,106
"145401","CE_519",1362621,0.83,"Detractors",152.115,151
"145641","CE_520",1240567,0.75,"Detractors",149.48,152
"145981","CE_521",1345424,2.73,"Detractors",79.83,136
"146113","CE_522",1707591,4.5,"Promoters",107.935,115
"146213","CE_523",1750964,2.5,"Detractors",123.12,114
"146273","CE_524",797489,3.33,"Passives",198.905,199
"146354","CE_525",1751319,3.62,"Passives",263.99,117
"146498","CE_526",961852,3.5,"Passives",95.495,183
"146608","CE_527",566941,1.97,"Detractors",153.12,82
"146869","CE_528",1389705,0.83,"Detractors",178.36,121
"146959","CE_529",855929,5,"Promoters",144.19,206
"147059","CE_530",416146,0.83,"Detractors",188.065,209
"147155","CE_531",1751256,0,"NotDefined",316.58,117
"147175","CE_532",917041,4,"Promoters",119.495,125
"147205","CE_533",318685,5,"Promoters",160.46,138
"147304","CE_534",295857,3.71,"Passives",118.66,233
"147880","CE_535",356668,2.86,"Detractors",115.405,238
"149728","CE_536",1707708,3.5,"Passives",164.055,111
"149729","CE_537",2357942,3.5,"Passives",164.055,111
"149874","CE_538",1445699,3.46,"Passives",73.355,137
"150028","CE_539",1708901,3.89,"Passives",153.36,104
"150127","CE_540",2536946,1.25,"Detractors",84.025,111
"150139","CE_541",1708366,2.6,"Detractors",150.615,97
"150143","CE_542",1753223,3.92,"Passives",100.86,116
"150359","CE_543",126598,0.83,"Detractors",138.155,93
"150395","CE_544",283699,4.5,"Promoters",100.72,199
"150515","CE_545",877327,2.67,"Detractors",130.695,198
"150875","CE_546",537985,2.42,"Detractors",102.29,134
"150939","CE_547",587554,4.3,"Promoters",86.965,111
"150993","CE_548",1752100,2.62,"Detractors",78.76,104
"151029","CE_549",280463,1.25,"Detractors",119.305,192
"151381","CE_550",1046589,3.33,"Passives",86.32,117
"151480","CE_551",2377986,4,"Promoters",95.655,97
"151522","CE_552",2440931,3.42,"Passives",80.545,43
"151530","CE_553",2470179,1.67,"Detractors",276.59,75
"151531","CE_554",1754230,4.44,"Promoters",140.77,64
"152017","CE_555",1445536,5,"Promoters",61.755,133
"152065","CE_556",1683163,4.11,"Promoters",181.765,115
"152155","CE_557",2544717,0.9,"Detractors",85.54,130
"152179","CE_558",1042848,3.21,"Passives",175.08,179
"152445","CE_559",172564,1.5,"Detractors",83.62,71
"152485","CE_560",1639739,3.75,"Passives",101.35,118
"152709","CE_561",651574,1.38,"Detractors",149.73,192
"154734","CE_562",320142,3.18,"Passives",116.34,141
"155416","CE_563",1754672,4.17,"Promoters",130.43,104
"155420","CE_564",1647119,2.14,"Detractors",122.695,100
"155470","CE_565",1755765,2.86,"Detractors",116.89,91
"155519","CE_566",1636779,3.12,"Passives",102.405,117
"155791","CE_567",756425,3.67,"Passives",84.805,140
"156046","CE_568",1677299,3.89,"Passives",97.55,116
"156127","CE_569",1649270,3.75,"Passives",166.075,124
"156547","CE_570",1755693,3.5,"Passives",85.625,92
"156677","CE_571",940795,1.82,"Detractors",96.04,146
"156853","CE_572",1756894,1.19,"Detractors",167.24,115
"157465","CE_573",1643632,4.14,"Promoters",92.255,128
"158032","CE_574",1667929,3.07,"Passives",129.25,120
"158224","CE_575",1756366,0,"NotDefined",124.965,107
"158278","CE_576",1258599,3.41,"Passives",103.49,136
"158850","CE_577",1336023,4.19,"Promoters",153.63,136
"160121","CE_578",1757419,0.83,"Detractors",158.045,95
"160175","CE_579",1098106,4,"Promoters",218.38,152
"160205","CE_580",1371327,3.44,"Passives",92.325,145
"161497","CE_581",1692303,0.6,"Detractors",84.52,100
"161707","CE_582",1186662,4.29,"Promoters",90.375,159
"161777","CE_583",1666840,2.11,"Detractors",101.365,102
"161885","CE_584",1350566,3.46,"Passives",194.305,128
"162054","CE_585",1763735,1.95,"Detractors",132.55,188
"162055","CE_586",1213721,2.54,"Detractors",125.895,149
"162187","CE_587",783388,4.94,"Promoters",122.245,202
"162565","CE_588",674668,4.29,"Promoters",112.585,127
"162566","CE_589",1471010,4.29,"Promoters",112.585,127
"162786","CE_590",1613802,3.5,"Passives",164.62,102
"162850","CE_591",392478,0,"NotDefined",190.075,151
"162899","CE_592",1708503,3.58,"Passives",93.055,53
"163079","CE_593",287690,3.26,"Passives",115.29,207
"163631","CE_594",1020934,0.38,"Detractors",92.32,172
"163865","CE_595",1610741,3.08,"Passives",145.135,122
"164086","CE_596",262038,3.67,"Passives",147.48,118
"164311","CE_597",598177,2.67,"Detractors",130.025,144
"164521","CE_598",883968,1.15,"Detractors",1338.305,192
"164690","CE_599",1115057,1.95,"Detractors",103.55,169
"166494","CE_600",1398556,1.36,"Detractors",355.24,128
"166846","CE_601",1458970,3.43,"Passives",84.685,127
"166902","CE_602",1331056,0.71,"Detractors",215.8,151
"167112","CE_603",334642,3.41,"Passives",77.775,237
"167472","CE_604",1545755,0.91,"Detractors",131.855,130
"167615","CE_605",153966,3.57,"Passives",204.45,220
"167671","CE_606",1649040,4.38,"Promoters",159.95,110
"167975","CE_607",762608,3,NA,118.465,189
"168075","CE_608",1644722,3.34,"Passives",124.66,128
"169920","CE_609",1086737,1.43,"Detractors",120.475,174
"169936","CE_610",2078406,2,"Detractors",319.43,151
"169956","CE_611",1353799,1,"Detractors",117.77,113
"169996","CE_612",1648310,2.92,"Detractors",90.495,128
"170164","CE_613",767722,1.92,"Detractors",130.675,224
"170359","CE_614",817351,4.91,"Promoters",115.415,197
"170911","CE_615",776118,4.2,"Promoters",170.685,120
"171391","CE_616",909093,0,"NotDefined",124.95,200
"171439","CE_617",290786,4.36,"Promoters",91.835,96
"171593","CE_618",717770,2.95,"Detractors",157.53,138
"171973","CE_619",2454001,2.83,"Detractors",204.85,214
"171982","CE_620",54417,2.5,"Detractors",151.28,220
"172192","CE_621",1182474,2.14,"Detractors",105.215,112
"172255","CE_622",818679,5,"Promoters",142.4,40
"172359","CE_623",2292387,4.48,"Promoters",146.82,220
"172773","CE_624",444426,1.79,"Detractors",135.76,235
"175425","CE_625",1740788,0.26,"Detractors",166.64,103
"175710","CE_626",776547,2.9,"Detractors",101.585,214
"175820","CE_627",397271,3,NA,201.82,210
"175856","CE_628",1863413,3.06,"Passives",124.96,106
"176160","CE_629",1807734,4.42,"Promoters",99.54,110
"176976","CE_630",2048183,2.43,"Detractors",57.42,87
"177046","CE_631",2048591,0,"NotDefined",79.195,80
"177055","CE_632",2048233,1,"Detractors",179.005,78
"177085","CE_633",1372145,4.18,"Promoters",162.755,151
"177868","CE_634",1906887,0,"NotDefined",122.67,93
"178396","CE_635",1688803,0,"NotDefined",103.34,111
"178552","CE_636",1660326,0.83,"Detractors",74.105,110
"178708","CE_637",2622919,4.64,"Promoters",104.545,108
"178709","CE_638",676813,1.11,"Detractors",172.44,202
"178799","CE_639",1524427,4.44,"Promoters",108.66,130
"179141","CE_640",975671,1.45,"Detractors",108.6,181
"179521","CE_641",1970159,5,"Promoters",94.335,90
"179773","CE_642",1727370,4.96,"Promoters",129.36,104
"180555","CE_643",1920882,3.33,"Passives",146.88,99
"180635","CE_644",783328,4.09,"Promoters",120.405,211
"181164","CE_645",1501853,2.5,"Detractors",71.085,133
"181436","CE_646",1276038,4.65,"Promoters",130.3,154
"181861","CE_647",586852,2.22,"Detractors",994.88,143
"181942","CE_648",1899013,0.11,"Detractors",133.785,102
"184494","CE_649",1942597,4.8,"Promoters",167.145,73
"184529","CE_650",655206,4.5,"Promoters",97.825,203
"185009","CE_651",897173,0,"NotDefined",87.565,205
"185423","CE_652",1228962,4.5,"Promoters",143.695,148
"185615","CE_653",1853514,3,NA,104.305,87
"185750","CE_654",1968371,0.83,"Detractors",77.14,70
"185798","CE_655",1761868,1,"Detractors",102.9,113
"185898","CE_656",1658501,0,"NotDefined",160.99,123
"186164","CE_657",1290477,3.75,"Passives",131.345,134
"186244","CE_658",1907787,4.5,"Promoters",104.66,101
"186344","CE_659",1302778,5,"Promoters",58.96,138
"186872","CE_660",1774549,0.73,"Detractors",126.39,108
"187037","CE_661",1995455,4.5,"Promoters",81.54,87
"187147","CE_662",2103783,4.17,"Promoters",80.38,70
"187189","CE_663",1030351,4.88,"Promoters",95.555,114
"187445","CE_664",2050318,1.67,"Detractors",226.265,75
"187589","CE_665",2087081,4.29,"Promoters",124.495,74
"187624","CE_666",863982,0.83,"Detractors",92.955,207
"187732","CE_667",442262,4.06,"Promoters",100.6,167
"188110","CE_668",1829550,3.86,"Passives",71.17,109
"188362","CE_669",1489453,0,"NotDefined",151.79,43
"188376","CE_670",1280370,2.21,"Detractors",98.315,150
"188794","CE_671",855559,1.7,"Detractors",108.39,125
"188914","CE_672",617006,4.15,"Promoters",112.87,100
"189291","CE_673",2050925,0.83,"Detractors",106.84,81
"189447","CE_674",2468686,1.25,"Detractors",137.565,69
"189448","CE_675",2051364,3.75,"Passives",80.35,78
"189552","CE_676",1771519,4.29,"Promoters",91.93,105
"189601","CE_677",882616,2.5,"Detractors",118.27,59
"189643","CE_678",1971720,3,NA,94.755,85
"189723","CE_679",1879162,4.67,"Promoters",119.16,104
"189948","CE_680",1539675,3.33,"Passives",91.145,131
"190116","CE_681",2358843,2.5,"Detractors",110.095,69
"190117","CE_682",1914087,1.44,"Detractors",102.195,98
"190234","CE_683",977801,1.67,"Detractors",113.705,186
"190438","CE_684",1844853,3.57,"Passives",254.44,97
"190676","CE_685",1805438,3.08,"Passives",101.765,110
"190897","CE_686",421350,2.78,"Detractors",73.315,93
"190960","CE_687",1917080,4.19,"Promoters",89.84,88
"191344","CE_688",2052345,5,"Promoters",102.555,33
"191348","CE_689",859667,4.85,"Promoters",173.545,204
"191595","CE_690",404119,4.17,"Promoters",227.33,100
"191751","CE_691",1540394,0.94,"Detractors",116.215,134
"191991","CE_692",1830012,3.4,"Passives",125.125,107
"192121","CE_693",1780057,4,"Promoters",87.825,95
"192185","CE_694",2097369,2.5,"Detractors",217.465,81
"192281","CE_695",1958021,4.23,"Promoters",194.045,87
"192424","CE_696",1565929,5,"Promoters",194.01,95
"192435","CE_697",1647213,3.3,"Passives",169.355,115
"192565","CE_698",968620,3.33,"Passives",139.845,166
"192607","CE_699",1401203,4.21,"Promoters",135.605,132
"192831","CE_700",139696,5,"Promoters",87.96,81
"192927","CE_701",177192,2.59,"Detractors",111.62,111
"193845","CE_702",1198798,3.5,"Passives",135.11,139
"193955","CE_703",1977476,2.5,"Detractors",114.5,72
"193997","CE_704",1640474,3.75,"Passives",137.75,83
"194137","CE_705",1511103,3.42,"Passives",75.84,116
"194593","CE_706",1296712,1.8,"Detractors",104.865,86
"194618","CE_707",2312502,1.67,"Detractors",141.025,88
"194623","CE_708",1896845,5,"Promoters",133.96,85
"194658","CE_709",1691959,1.67,"Detractors",137.795,98
"194694","CE_710",1481133,2.14,"Detractors",321.63,122
"194743","CE_711",1564674,3.56,"Passives",205.55,103
"195247","CE_712",1947829,4.33,"Promoters",126.045,84
"195355","CE_713",1459189,3.1,"Passives",122.855,135
"195436","CE_714",1833512,0,"NotDefined",104.135,94
"196129","CE_715",2250396,3.83,"Passives",165.84,79
"196153","CE_716",1277844,3.33,"Passives",115.885,81
"196157","CE_717",1277911,3.33,"Passives",115.885,81
"196408","CE_718",2409350,2.78,"Detractors",60.705,90
"196414","CE_719",902786,5,"Promoters",206.205,137
"196720","CE_720",2283717,4,"Promoters",123.3,29
"196762","CE_721",154013,0,"NotDefined",141.5,200
"196834","CE_722",1645700,3.18,"Passives",216.04,112
"196966","CE_723",1102343,0.48,"Detractors",106.3,169
"197470","CE_724",925263,1.53,"Detractors",111.045,199
"197831","CE_725",2054936,0.26,"Detractors",267.085,113
"197835","CE_726",1927399,0.83,"Detractors",89.97,96
"198003","CE_727",1610915,0.5,"Detractors",142.635,102
"198045","CE_728",1062713,3.53,"Passives",108.795,174
"199065","CE_729",1079280,1.22,"Detractors",88.5,157
"199173","CE_730",1994966,1.67,"Detractors",139.605,94
"199329","CE_731",1473396,4.32,"Promoters",130.715,138
"199728","CE_732",1570634,3.57,"Passives",136.715,129
"200169","CE_733",2055953,0,"NotDefined",134.285,69
"200185","CE_734",1561717,0.42,"Detractors",187.855,133
"200857","CE_735",735172,5,"Promoters",128.055,143
"201081","CE_736",1840166,4.21,"Promoters",66.16,94
"201305","CE_737",1657280,0,"NotDefined",186.32,106
"201306","CE_738",1794169,2,"Detractors",51.27,136
"201318","CE_739",1432332,0,"NotDefined",90.375,133
"201578","CE_740",2191824,4.27,"Promoters",233.095,57
"201760","CE_741",2208178,3.35,"Passives",113.01,81
"201832","CE_742",2056004,3.17,"Passives",117.245,37
"201874","CE_743",1599666,1.56,"Detractors",153.035,130
"201955","CE_744",160264,3,NA,79.95,93
"202063","CE_745",1903411,4.67,"Promoters",147.665,100
"202378","CE_746",1767620,4.17,"Promoters",76.235,87
"202534","CE_747",1342999,3.23,"Passives",142.885,149
"202822","CE_748",1947315,4.86,"Promoters",82.805,85
"202906","CE_749",2056376,1.25,"Detractors",77.675,84
"202938","CE_750",767105,4.52,"Promoters",142.13,218
"203775","CE_751",867109,1.54,"Detractors",416.325,116
"203970","CE_752",1153177,3.18,"Passives",148.11,91
"204102","CE_753",566313,4.75,"Promoters",88.7,38
"204134","CE_754",837988,3,NA,154.425,207
"204238","CE_755",2760474,3,NA,154.425,207
"204406","CE_756",964646,3.73,"Passives",126.365,186
"204616","CE_757",1296947,2,"Detractors",104.895,131
"204716","CE_758",1415976,3.46,"Passives",100.59,114
"204924","CE_759",2527452,0,"NotDefined",115.56,103
"204925","CE_760",1047805,2.55,"Detractors",710.535,153
"205385","CE_761",1785911,2.68,"Detractors",139.78,114
"206057","CE_762",1529160,1.25,"Detractors",150.715,114
"206121","CE_763",1562244,0,"NotDefined",102.055,109
"206170","CE_764",2318091,2.43,"Detractors",93.715,101
"206179","CE_765",1409846,2.81,"Detractors",141.595,146
"206204","CE_766",1457531,2.81,"Detractors",141.595,146
"206379","CE_767",1485585,2,"Detractors",80.895,138
"206535","CE_768",1395633,0.62,"Detractors",345.375,131
"206607","CE_769",1962081,4.29,"Promoters",138.92,88
"206656","CE_770",1506498,3.25,"Passives",156.235,140
"207056","CE_771",1654123,3.57,"Passives",102.26,109
"207308","CE_772",1091495,2.08,"Detractors",141.175,161
"207462","CE_773",1211542,1,"Detractors",121.17,136
"207562","CE_774",1513040,3.33,"Passives",222.72,70
"207571","CE_775",1752836,0,"NotDefined",287.11,112
"207627","CE_776",1221029,1,"Detractors",183.67,137
"207715","CE_777",396662,4.29,"Promoters",150.82,195
"207785","CE_778",1404553,0.88,"Detractors",117.65,110
"208108","CE_779",1213490,4.06,"Promoters",77.705,109
"208431","CE_780",1291838,0.62,"Detractors",181.65,94
"208535","CE_781",1676236,4.74,"Promoters",72.16,129
"208536","CE_782",1617192,4.74,"Promoters",72.16,129
"208963","CE_783",1761018,3.23,"Passives",106.47,113
"209197","CE_784",1769691,3.27,"Passives",90.495,97
"209677","CE_785",1616123,2.86,"Detractors",138.505,123
"209740","CE_786",1389678,5,"Promoters",201.87,143
"209861","CE_787",1030250,3.57,"Passives",168.295,170
"209910","CE_788",1578537,5,"Promoters",195.245,125
"210000","CE_789",1761650,1.67,"Detractors",80.485,105
"210036","CE_790",407100,4.44,"Promoters",103.41,198
"210144","CE_791",2491583,0,"NotDefined",108.41,84
"210146","CE_792",412889,4.33,"Promoters",235.755,104
"210254","CE_793",1438904,2.78,"Detractors",151.655,147
"210534","CE_794",1662518,5,"Promoters",119.2,113
"210550","CE_795",1947381,4.33,"Promoters",264.35,113
"210630","CE_796",1592540,4.17,"Promoters",140.345,126
"210798","CE_797",1590285,5,"Promoters",97.295,119
"211023","CE_798",2229618,3.67,"Passives",96.305,151
"211031","CE_799",1036332,3.08,"Passives",117.685,182
"211213","CE_800",1340910,4.48,"Promoters",141.17,143
"211696","CE_801",1444841,0.5,"Detractors",94.485,130
"211796","CE_802",2286041,0.38,"Detractors",145.63,148
"211824","CE_803",1322387,4.72,"Promoters",139.215,144
"212256","CE_804",1763430,1.88,"Detractors",98.835,105
"212320","CE_805",1658305,4.38,"Promoters",118.01,118
"212384","CE_806",409421,4.75,"Promoters",100.245,123
"216089","CE_807",1510658,3.29,"Passives",134.41,139
"216093","CE_808",1763387,4,"Promoters",340.66,111
"216309","CE_809",1233943,2.27,"Detractors",119.52,148
"216549","CE_810",1763526,1.07,"Detractors",155.755,111
"216783","CE_811",1808273,1.11,"Detractors",139.17,106
"216891","CE_812",1648141,0,"NotDefined",61.105,112
"216921","CE_813",1413588,3.33,"Passives",161.245,144
"217113","CE_814",1764065,3.17,"Passives",101.03,88
"217161","CE_815",1604778,1.25,"Detractors",93.19,130
"217513","CE_816",1247128,0,"NotDefined",392.55,155
"217669","CE_817",388989,3.66,"Passives",144.255,231
"217699","CE_818",218229,1.33,"Detractors",171.77,207
"217909","CE_819",1764475,1.43,"Detractors",134.24,92
"217965","CE_820",918003,3.5,"Passives",97.25,107
"218105","CE_821",945187,1.54,"Detractors",128.07,187
"218287","CE_822",1765043,3.91,"Passives",156.99,112
"219375","CE_823",815715,3.06,"Passives",103.425,213
"219599","CE_824",1799903,4.64,"Promoters",125.235,114
"219823","CE_825",2456081,3.67,"Passives",130.755,113
"219827","CE_826",680972,4.08,"Promoters",103.77,183
"220031","CE_827",964389,3.67,"Passives",327.095,192
"220355","CE_828",2077153,5,"Promoters",70.02,52
"220375","CE_829",1105573,3,NA,146.3,129
"220875","CE_830",1041260,2,"Detractors",119.75,110
"221295","CE_831",1580591,3.88,"Passives",78.59,122
"221551","CE_832",1767268,5,"Promoters",89.595,99
"221641","CE_833",284938,5,"Promoters",118.09,20
"221647","CE_834",1076284,2.95,"Detractors",169.62,163
"222088","CE_835",108526,3.67,"Passives",171.655,112
"222312","CE_836",1331243,3.4,"Passives",123.52,149
"222412","CE_837",1174475,2,"Detractors",172.515,148
"222522","CE_838",1021188,0.83,"Detractors",98.99,94
"222570","CE_839",1248183,3.25,"Passives",88.57,147
"222726","CE_840",1443378,4.1,"Promoters",233.05,134
"222956","CE_841",1517015,2.08,"Detractors",127.2,138
"223112","CE_842",1011710,3.86,"Passives",121.965,163
"223336","CE_843",222776,4.44,"Promoters",95.69,138
"223417","CE_844",1770532,3.64,"Passives",84.05,108
"223538","CE_845",1222678,3.33,"Passives",141.505,149
"223898","CE_846",1940228,0.56,"Detractors",125.88,100
"223928","CE_847",210232,1.29,"Detractors",122.915,132
"224217","CE_848",1996063,5,"Promoters",107.9,76
"224283","CE_849",1649070,3.11,"Passives",155.8,119
"224643","CE_850",2399574,4.17,"Promoters",121.565,45
"224721","CE_851",1838473,0,"NotDefined",105.97,21
"224736","CE_852",1195287,0.5,"Detractors",113.175,213
"224835","CE_853",1761835,4.38,"Promoters",83.945,117
"225043","CE_854",1353807,2.56,"Detractors",123.515,139
"225526","CE_855",446114,4.44,"Promoters",86.9,231
"226332","CE_856",1619789,3.89,"Passives",173.045,129
"226422","CE_857",877487,4.38,"Promoters",66.37,208
"226609","CE_858",674140,4.17,"Promoters",111.02,102
"227197","CE_859",337645,1.25,"Detractors",125.69,216
